graph wizard parameter,value,visual parameter,value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,X 0,X Err. 0,X Lower 0,X Upper 0,Y 0,Y Err. 0,Y Lower 0,Y Upper 0,BGRA 0,X 1,X Err. 1,X Lower 1,X Upper 1,Y 1,Y Err. 1,Y Lower 1,Y Upper 1,BGRA 1,X 2,X Err. 2,X Lower 2,X Upper 2,Y 2,Y Err. 2,Y Lower 2,Y Upper 2,BGRA 2,X 3,X Err. 3,X Lower 3,X Upper 3,Y 3,Y Err. 3,Y Lower 3,Y Upper 3,BGRA 3,X 4,X Err. 4,X Lower 4,X Upper 4,Y 4,Y Err. 4,Y Lower 4,Y Upper 4,BGRA 4,X 5,X Err. 5,X Lower 5,X Upper 5,Y 5,Y Err. 5,Y Lower 5,Y Upper 5,BGRA 5,X 6,X Err. 6,X Lower 6,X Upper 6,Y 6,Y Err. 6,Y Lower 6,Y Upper 6,BGRA 6,X 7,X Err. 7,X Lower 7,X Upper 7,Y 7,Y Err. 7,Y Lower 7,Y Upper 7,BGRA 7,X 8,X Err. 8,X Lower 8,X Upper 8,Y 8,Y Err. 8,Y Lower 8,Y Upper 8,BGRA 8,X 9,X Err. 9,X Lower 9,X Upper 9,Y 9,Y Err. 9,Y Lower 9,Y Upper 9,BGRA 9,X 10,X Err. 10,X Lower 10,X Upper 10,Y 10,Y Err. 10,Y Lower 10,Y Upper 10,BGRA 10,X 11,X Err. 11,X Lower 11,X Upper 11,Y 11,Y Err. 11,Y Lower 11,Y Upper 11,BGRA 11,X 12,X Err. 12,X Lower 12,X Upper 12,Y 12,Y Err. 12,Y Lower 12,Y Upper 12,BGRA 12
plot_unknown1,,,,,,,,,,5.144043571160878,,,,,,,,,10.653771345887687,,,,,,,,,15.822662970324245,,,,,,,,,20.93230237461395,,,,,,,,,25.079913006156684,,,,,,,,,32.25945267578619,,,,,,,,,34.058315347236295,,,,,,,,,40.25119546042137,,,,,,,,,43.815503237893054,,,,,,,,,50.76936842627766,,,,,,,,,56.16770336617384,,,,,,,,,55.00721398534811,,,,,,,,,68.54195651295734,,,,,,,,
plot_group_style,None,,,,,,,,,6.454273506962975,,,,,,,,,12.274193084075836,,,,,,,,,14.108845032883817,,,,,,,,,18.07365453638763,,,,,,,,,24.7247665730046,,,,,,,,,29.496796725690956,,,,,,,,,33.109237559286456,,,,,,,,,40.278336018255864,,,,,,,,,42.84378087823474,,,,,,,,,55.42395636228746,,,,,,,,,52.586208036352716,,,,,,,,,60.85144574979077,,,,,,,,,64.70920626046585,,,,,,,,
plot_use_automatic_legends,True,,,,,,,,,5.761037725146993,,,,,,,,,9.076771054440062,,,,,,,,,15.912183229695156,,,,,,,,,20.33764478127853,,,,,,,,,22.62386566037536,,,,,,,,,32.04784313754243,,,,,,,,,31.93536793495897,,,,,,,,,37.52986474117387,,,,,,,,,45.341635800365,,,,,,,,,56.538881522479286,,,,,,,,,56.96141107804003,,,,,,,,,58.90343188130001,,,,,,,,,58.01417508792734,,,,,,,,
,,,,,,,,,,5.121675016492828,,,,,,,,,8.316284898476718,,,,,,,,,15.4296690602588,,,,,,,,,18.40403871176847,,,,,,,,,23.391459491563623,,,,,,,,,31.82223896505174,,,,,,,,,34.08310894115714,,,,,,,,,39.861102451354476,,,,,,,,,38.917954963366654,,,,,,,,,52.432857391762774,,,,,,,,,56.43692913906413,,,,,,,,,63.32831847531549,,,,,,,,,67.01432818052493,,,,,,,,
,,,,,,,,,,5.443863232745426,,,,,,,,,9.241038993711634,,,,,,,,,16.128219582392937,,,,,,,,,21.465948861715397,,,,,,,,,24.93013159264964,,,,,,,,,32.72066133753288,,,,,,,,,34.906829790671644,,,,,,,,,38.62386349979099,,,,,,,,,43.15823724748377,,,,,,,,,43.30207690123387,,,,,,,,,58.87770117766624,,,,,,,,,67.08282405221905,,,,,,,,,66.4673674508492,,,,,,,,
,,,,,,,,,,5.333674327374267,,,,,,,,,9.329351598656991,,,,,,,,,15.2644698266309,,,,,,,,,18.199334223888716,,,,,,,,,24.268042716019707,,,,,,,,,28.23030463514699,,,,,,,,,35.111481429205035,,,,,,,,,40.365435375918224,,,,,,,,,43.99008691790169,,,,,,,,,50.25077979261834,,,,,,,,,60.250393835528826,,,,,,,,,58.74376480830456,,,,,,,,,68.44186703832554,,,,,,,,
,,,,,,,,,,6.494079073157606,,,,,,,,,8.52012233825628,,,,,,,,,12.030992746833538,,,,,,,,,20.06209774063897,,,,,,,,,22.900975918637837,,,,,,,,,27.11051843316926,,,,,,,,,33.740978101301685,,,,,,,,,40.03355114208885,,,,,,,,,44.65407185976227,,,,,,,,,46.55449521242718,,,,,,,,,58.16666085381716,,,,,,,,,58.18011536857905,,,,,,,,,65.59529004088175,,,,,,,,
,,,,,,,,,,4.794841736234199,,,,,,,,,9.472595774638023,,,,,,,,,13.501556385219436,,,,,,,,,22.38753890460974,,,,,,,,,25.251976359330616,,,,,,,,,29.182776242859415,,,,,,,,,31.340147634223584,,,,,,,,,37.34697737375134,,,,,,,,,44.13234746553774,,,,,,,,,50.376363357089105,,,,,,,,,55.295672963164016,,,,,,,,,63.96688500000694,,,,,,,,,66.91190577659539,,,,,,,,
,,,,,,,,,,5.313067701650901,,,,,,,,,11.097744711783852,,,,,,,,,12.430657991376128,,,,,,,,,21.085217731037844,,,,,,,,,23.229334124439475,,,,,,,,,25.88995705660975,,,,,,,,,31.513292058144543,,,,,,,,,40.659455484792026,,,,,,,,,41.552226854150305,,,,,,,,,49.79520396841264,,,,,,,,,54.88138903314704,,,,,,,,,59.1365029936669,,,,,,,,,67.26902147430751,,,,,,,,
,,,,,,,,,,4.145904260698275,,,,,,,,,10.318049116322731,,,,,,,,,16.892369700861035,,,,,,,,,18.9043127343299,,,,,,,,,24.536005992432028,,,,,,,,,30.744235200376057,,,,,,,,,37.452297142697965,,,,,,,,,38.61470104139973,,,,,,,,,46.02667615798086,,,,,,,,,48.83671468231052,,,,,,,,,54.931480391688716,,,,,,,,,55.4468800866307,,,,,,,,,67.38084156706014,,,,,,,,
,,,,,,,,,,2.4470101841659213,,,,,,,,,8.339955818240167,,,,,,,,,16.131998750308387,,,,,,,,,22.26596467540287,,,,,,,,,24.3892318421409,,,,,,,,,30.56263605942389,,,,,,,,,35.249203964700726,,,,,,,,,39.75436624055977,,,,,,,,,47.058288986416585,,,,,,,,,54.8959688178378,,,,,,,,,55.4818400445772,,,,,,,,,58.25103846195388,,,,,,,,,68.28404874587243,,,,,,,,
,,,,,,,,,,5.653618595440361,,,,,,,,,10.822614164794409,,,,,,,,,13.673220369159791,,,,,,,,,18.466945019185935,,,,,,,,,22.981345721005045,,,,,,,,,27.985329800622537,,,,,,,,,33.33011401202189,,,,,,,,,42.02386915888424,,,,,,,,,46.89273050315997,,,,,,,,,53.494291355651825,,,,,,,,,52.481315169939094,,,,,,,,,56.93931599941412,,,,,,,,,58.62077481504815,,,,,,,,
,,,,,,,,,,5.864436198859506,,,,,,,,,10.547309097458843,,,,,,,,,10.535207942738525,,,,,,,,,20.840276769042255,,,,,,,,,25.39585330748817,,,,,,,,,31.888471425966557,,,,,,,,,35.06125005901825,,,,,,,,,38.564154446207176,,,,,,,,,42.66588886201867,,,,,,,,,50.191934896917076,,,,,,,,,52.87420441659644,,,,,,,,,64.71997574726902,,,,,,,,,64.45858796095479,,,,,,,,
,,,,,,,,,,4.257834979593558,,,,,,,,,9.446350883854436,,,,,,,,,14.490961600784873,,,,,,,,,20.895828518331644,,,,,,,,,23.489148145488443,,,,,,,,,31.325333868536624,,,,,,,,,36.46453088961718,,,,,,,,,41.241770381558,,,,,,,,,49.09498310622279,,,,,,,,,49.98614294767629,,,,,,,,,50.297585987347205,,,,,,,,,61.03246898545071,,,,,,,,,64.71484593502547,,,,,,,,
,,,,,,,,,,7.269754623987607,,,,,,,,,10.113640365815566,,,,,,,,,12.43670894325822,,,,,,,,,21.949959281291548,,,,,,,,,25.229291241236343,,,,,,,,,27.742306411047863,,,,,,,,,36.64604492433936,,,,,,,,,41.177398588986364,,,,,,,,,43.177152676027085,,,,,,,,,49.5132784132722,,,,,,,,,57.928221730686964,,,,,,,,,56.4869140785865,,,,,,,,,65.69604532057963,,,,,,,,
,,,,,,,,,,3.5456343254012355,,,,,,,,,8.148626072872977,,,,,,,,,14.841950214072467,,,,,,,,,20.912093709779526,,,,,,,,,29.37395990918445,,,,,,,,,27.44605082953502,,,,,,,,,34.418142744566275,,,,,,,,,41.91018411803737,,,,,,,,,42.947937553721694,,,,,,,,,46.63814226239568,,,,,,,,,56.49339567813283,,,,,,,,,63.67961523585801,,,,,,,,,65.51850068628033,,,,,,,,
,,,,,,,,,,5.045758517301446,,,,,,,,,12.975243517895013,,,,,,,,,16.41639605089218,,,,,,,,,17.69674838928404,,,,,,,,,22.81662339044731,,,,,,,,,30.656501330678534,,,,,,,,,32.86145462015848,,,,,,,,,37.140501121478614,,,,,,,,,44.836029428236685,,,,,,,,,49.35971857047609,,,,,,,,,52.635410406021194,,,,,,,,,60.23491765337667,,,,,,,,,58.898866627026734,,,,,,,,
,,,,,,,,,,4.812816149974166,,,,,,,,,10.548240111815518,,,,,,,,,17.312782346690597,,,,,,,,,20.286366667108503,,,,,,,,,26.039918070779617,,,,,,,,,30.80128555132521,,,,,,,,,35.03453467871488,,,,,,,,,41.442770282501286,,,,,,,,,44.65656211817344,,,,,,,,,45.95838153567664,,,,,,,,,51.31154298949753,,,,,,,,,62.489690864738456,,,,,,,,,66.74217820510027,,,,,,,,
,,,,,,,,,,6.532779214358458,,,,,,,,,9.623352666090721,,,,,,,,,15.855952623315718,,,,,,,,,18.315852325349663,,,,,,,,,23.192911388259777,,,,,,,,,29.34110605114676,,,,,,,,,35.707602462324225,,,,,,,,,42.047899609758886,,,,,,,,,46.77937063130339,,,,,,,,,45.59926755052535,,,,,,,,,53.42245447563442,,,,,,,,,62.30001293801984,,,,,,,,,62.51710753581377,,,,,,,,
,,,,,,,,,,6.4693587699002855,,,,,,,,,10.025244856317547,,,,,,,,,15.159976514463475,,,,,,,,,21.65682534044736,,,,,,,,,23.495779451764776,,,,,,,,,27.63109838562431,,,,,,,,,31.472142287567756,,,,,,,,,40.98142433665258,,,,,,,,,39.8648675853873,,,,,,,,,49.25364294390337,,,,,,,,,49.79907575517069,,,,,,,,,58.92503110644322,,,,,,,,,63.81724970166121,,,,,,,,
,,,,,,,,,,8.077473712848459,,,,,,,,,7.480396580642768,,,,,,,,,17.81922327069521,,,,,,,,,17.039925170801894,,,,,,,,,28.17113331549927,,,,,,,,,26.873276108986914,,,,,,,,,38.42887492893854,,,,,,,,,37.284734896579,,,,,,,,,48.32033262390997,,,,,,,,,46.967885869929425,,,,,,,,,58.42131360467729,,,,,,,,,56.17734155364789,,,,,,,,,67.52166632691996,,,,,,,,
,,,,,,,,,,8.189081259801087,,,,,,,,,7.029241448492843,,,,,,,,,18.74663434348119,,,,,,,,,16.92331926290259,,,,,,,,,28.383658259766936,,,,,,,,,27.174835714138325,,,,,,,,,37.75901408165179,,,,,,,,,37.12119373848597,,,,,,,,,48.4517040234028,,,,,,,,,46.41254254366456,,,,,,,,,57.817396700227455,,,,,,,,,56.885955649367844,,,,,,,,,67.09620668911835,,,,,,,,
