visual parameter,value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label,x,y_lower,y,y_upper,bgra,gw_param_keys 1,gw_param_values 1,label,x,y_lower,y,y_upper,bgra,gw_param_keys 2,gw_param_values 2,label,x,y_lower,y,y_upper,bgra,gw_param_keys 3,gw_param_values 3,label,x,y_lower,y,y_upper,bgra,gw_param_keys 4,gw_param_values 4,label,x,y_lower,y,y_upper,bgra,gw_param_keys 5,gw_param_values 5,label,x,y_lower,y,y_upper,bgra,gw_param_keys 6,gw_param_values 6,label,x,y_lower,y,y_upper,bgra,gw_param_keys 7,gw_param_values 7,label,x,y_lower,y,y_upper,bgra,gw_param_keys 8,gw_param_values 8,label,x,y_lower,y,y_upper,bgra,gw_param_keys 9,gw_param_values 9,label,x,y_lower,y,y_upper,bgra,gw_param_keys 10,gw_param_values 10,label,x,y_lower,y,y_upper,bgra,gw_param_keys 11,gw_param_values 11,label,x,y_lower,y,y_upper,bgra,gw_param_keys 12,gw_param_values 12,label,x,y_lower,y,y_upper,bgra
ymin,-1.604538797407252,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_unknown1,NONE_STR,,5.263157894736842,0.05545461903166083,0.06265679758970473,0.07040416887455055,,plot_unknown1,NONE_STR,,6.263157894736842,0.7928828519776211,0.8525215541330134,0.844314639149684,,plot_unknown1,NONE_STR,,7.263157894736842,0.6014016262931952,0.47282474793398216,0.300459136918913,,plot_unknown1,NONE_STR,,8.263157894736842,-0.2504111707358954,0.0010830459977500281,0.13061697177558074,,plot_unknown1,NONE_STR,,9.263157894736842,0.20485836441222716,0.16243919634931,0.24700082602378445,,plot_unknown1,NONE_STR,,10.263157894736842,0.8115820427746738,0.9930987162369368,1.5655991526207416,,plot_unknown1,NONE_STR,,11.263157894736842,0.3999211884803509,3.094536018919979e-06,0.29617677052567715,,plot_unknown1,NONE_STR,,12.263157894736842,-0.44677435028786466,0.005116184869374559,-0.09626292794109403,,plot_unknown1,NONE_STR,,13.263157894736842,0.324653265470504,0.3447899304679392,0.7946588999171678,,plot_unknown1,NONE_STR,,14.263157894736842,0.653665235959005,1.4615514725363904e-09,-0.24467379788228,,plot_unknown1,NONE_STR,,15.263157894736842,-0.02249297483533111,2.6636156526540495e-05,0.5698407422485174,,plot_unknown1,NONE_STR,,16.263157894736842,-0.2971013612653669,0.01978730553602573,0.2622925316757568,,plot_unknown1,NONE_STR,,17.263157894736842,-0.07692614601380739,1.1410446004863704e-13,-0.2885474715450997,
ymax,1.8353571983584502,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_group_style,NONE_STR,,5.789473684210526,-0.037692435684472454,0.0350212396636763,0.05392936564378498,,plot_group_style,NONE_STR,,6.789473684210526,0.5206524952047539,0.7259881354485853,0.7204450475567813,,plot_group_style,NONE_STR,,7.789473684210526,0.8477445391804508,0.6134585015343654,0.4440933677625012,,plot_group_style,NONE_STR,,8.789473684210526,0.011677864384123758,0.0004414327970612565,-0.5291754774768788,,plot_group_style,NONE_STR,,9.789473684210526,-0.3124036547847436,0.10087170499388193,-0.01537270306447136,,plot_group_style,NONE_STR,,10.789473684210526,1.2935359494844392,0.9395757176590246,0.6611036728425834,,plot_group_style,NONE_STR,,11.789473684210526,0.6654399192695598,9.197453717305674e-07,0.08774409935986907,,plot_group_style,NONE_STR,,12.789473684210526,0.10295740465283021,0.0023167497910213824,0.14218532110168025,,plot_group_style,NONE_STR,,13.789473684210526,0.33089116053187423,0.23787473192297445,-0.24242831888173158,,plot_group_style,NONE_STR,,14.789473684210526,-0.040399557544781646,3.167674569320077e-10,-0.15177228365600298,,plot_group_style,NONE_STR,,15.789473684210526,0.04924415954804875,8.795465633236766e-06,0.06772475590657222,,plot_group_style,NONE_STR,,16.789473684210527,-0.4051083813521518,0.009954851179907569,-0.2325205817576477,,plot_group_style,NONE_STR,,17.789473684210527,-0.3298368757417105,1.8033641734904407e-14,0.8407083986017352,
,,,,,,,,plot_use_automatic_legends,True,,6.315789473684211,-0.019532175497227137,0.01851971076012254,-0.0258695766213831,,plot_use_automatic_legends,True,,7.315789473684211,0.5889175962492295,0.5849153818384062,0.7184379428659871,,plot_use_automatic_legends,True,,8.31578947368421,0.5938102379690451,0.7530252571632544,0.6385266606706423,,plot_use_automatic_legends,True,,9.31578947368421,0.1581562632175231,0.0001702243386422107,-0.14832110685048303,,plot_use_automatic_legends,True,,10.31578947368421,-0.34840916274819916,0.059263494308682274,-0.07216192826802445,,plot_use_automatic_legends,True,,11.31578947368421,0.9325094846794809,0.8410281109817392,1.3772691754290438,,plot_use_automatic_legends,True,,12.31578947368421,-0.4047557363755993,2.58630085876913e-07,0.48726294862080555,,plot_use_automatic_legends,True,,13.31578947368421,-0.4085760797796617,0.0009925477288242638,0.0454841182571263,,plot_use_automatic_legends,True,,14.31578947368421,0.36781143815222783,0.1552678050990302,0.48126771789041317,,plot_use_automatic_legends,True,,15.31578947368421,0.6002773310355353,6.495406941322053e-11,0.012114185753551547,,plot_use_automatic_legends,True,,16.315789473684212,-0.03708099198957286,2.7478022674369204e-06,-0.7770535455302398,,plot_use_automatic_legends,True,,17.315789473684212,-0.13331051982261952,0.004738296659819637,-0.022056520645002662,,plot_use_automatic_legends,True,,18.315789473684212,0.4346815475665898,2.696519831976717e-15,-0.7676772872577001,
,,,,,,,,,,,6.842105263157895,0.0031819067916278162,0.009265657616269237,-0.08977416579492711,,,,,7.842105263157895,0.5035394272769018,0.4458573448660048,0.4193227331647041,,,,,8.842105263157894,0.6397714641085755,0.8745270770054638,0.9829625338079726,,,,,9.842105263157894,0.005696571938524456,6.210378622305171e-05,0.05903569440721218,,,,,10.842105263157894,0.09492034561627286,0.032941586548868196,0.26165326403078654,,,,,11.842105263157894,0.3969556315124608,0.7122436792001213,0.7095973607464935,,,,,12.842105263157894,0.31454758208841166,6.880655922334922e-08,-0.1704434330636758,,,,,13.842105263157894,-0.36404548096911454,0.0004023120412332551,0.5344587914038514,,,,,14.842105263157894,0.07296837036483363,0.09588570804684493,-0.7142538839877333,,,,,15.842105263157894,0.4355338446732383,1.2601189308053088e-11,-0.05793730224495493,,,,,16.842105263157894,-0.17730770177934746,8.121784894302118e-07,-1.1090629198852047,,,,,17.842105263157894,0.6903907733495934,0.0021337772865924073,-0.9418410310200969,,,,,18.842105263157894,-0.6912509457229701,3.814724370012182e-16,-0.4419017875356875,
,,,,,,,,,,,7.368421052631579,-0.017807272390706248,0.004385889246565036,-0.013009718219742596,,,,,8.368421052631579,0.3276359490609256,0.3215423432204071,0.47940474430920205,,,,,9.368421052631579,1.0319864224409336,0.9608959037141459,1.3309545404060772,,,,,10.368421052631579,0.15497754634341165,2.1436499333133614e-05,0.07752959315073604,,,,,11.368421052631579,-0.34541840672786867,0.017323719098288726,0.2925442649582309,,,,,12.368421052631579,0.6228929569376402,0.5706713362763165,0.6282757134223246,,,,,13.368421052631579,0.2272585119529394,1.731888791448232e-08,0.09137172522326091,,,,,14.368421052631579,-0.5439779859448399,0.00015428156173577536,0.561683296224827,,,,,15.368421052631579,0.14859961063876093,0.05602291587858768,-0.632436534851057,,,,,16.36842105263158,0.28978569079207817,2.3128958180168298e-12,0.2311944366993391,,,,,17.36842105263158,0.2638495143324799,2.271207702251154e-07,-1.098576031743311,,,,,18.36842105263158,1.1450327360916468,0.0009091076068567284,0.1994684923938111,,,,,19.36842105263158,-0.7839705998371874,5.1057797057556786e-17,-0.9581766089420162,
,,,,,,,,,,,7.894736842105263,-0.014719549247906385,0.0019641671208069575,0.00978161557600596,,,,,8.894736842105264,0.1196136737421644,0.21939149275788486,0.33056390140304404,,,,,9.894736842105264,1.0976940677084952,0.9988925804011681,0.6846489267426206,,,,,10.894736842105264,-0.28096526264559213,7.000499279059527e-06,0.2700878133659688,,,,,11.894736842105264,0.2871192238891754,0.00861940163862734,0.019439806516569784,,,,,12.894736842105264,0.2016199388885295,0.43259637783763777,0.7327957446842951,,,,,13.894736842105264,0.05402798842122282,4.124293142919315e-09,-0.016983144187033544,,,,,14.894736842105264,0.35399504929599557,5.597632539330469e-05,0.6682371868974608,,,,,15.894736842105264,-0.09393068818513035,0.03096826700537275,-0.01243554073849977,,,,,16.894736842105264,0.7445436593220073,4.0164278478081785e-13,0.2573716698458207,,,,,17.894736842105264,-0.866279569770959,6.008991442504419e-08,-0.6204656282685117,,,,,18.894736842105264,-0.4178690514851358,0.000366455175249368,-0.1658305201784072,,,,,19.894736842105264,-0.6285273734570221,6.465473643294279e-18,-0.3818467836671878,
,,,,,,,,,,,8.421052631578947,-0.07387173283678045,0.000832220821099859,0.0623467548574859,,,,,9.421052631578947,-0.035879193142889565,0.14162527227642788,0.13931217685307307,,,,,10.421052631578947,1.048708147029007,0.9824276939843385,1.176970575812857,,,,,11.421052631578947,0.23584763168110612,2.1629353049101414e-06,0.03989608283976907,,,,,12.421052631578947,0.20148972031648035,0.004057443367875678,-0.3995399118099338,,,,,13.421052631578947,0.18746541049998683,0.31025519489868525,0.34846803051193437,,,,,14.421052631578947,0.1133694417822148,9.292197129597163e-10,0.9037771956703032,,,,,15.421052631578947,0.5779155280882805,1.9214722132618574e-05,0.5458431717153669,,,,,16.421052631578945,-0.8215134057231828,0.01619598851803666,-0.6636936715814243,,,,,17.421052631578945,-0.36215543611376644,6.598773660101917e-14,0.2072081668682155,,,,,18.421052631578945,-0.042934435713820794,1.5041310709840832e-08,0.15208899838305434,,,,,19.421052631578945,0.18209147215732938,0.00013975449684038103,-0.8060697712603693,,,,,20.421052631578945,0.016410885177316027,7.746008734569397e-19,-0.5145386594179057,
,,,,,,,,,,,8.947368421052632,0.010591522436235465,0.00033360924794542066,0.060452601687165985,,,,,9.947368421052632,0.22028444780269243,0.08649701023811285,0.16484572478111864,,,,,10.947368421052632,0.9197179433136344,0.9141590635559127,0.7391653952178692,,,,,11.947368421052632,-0.20348258592805382,6.322624760340063e-07,0.13266293407705249,,,,,12.947368421052632,-0.06397681159146541,0.0018070375595676414,0.06150231603567745,,,,,13.947368421052632,0.04690510425979508,0.21052060489729085,-0.3114603767003977,,,,,14.947368421052632,0.9033150458795879,1.9807363281364018e-10,0.8744169159906586,,,,,15.947368421052632,0.16345099169545005,6.240267333297414e-06,-0.027043972753162202,,,,,16.94736842105263,0.49690405217484745,0.00801377936947691,-0.12078422787797032,,,,,17.94736842105263,1.0916926608835449,1.025712997225219e-14,0.7034829073877572,,,,,18.94736842105263,-0.16408189530847986,3.562124903083407e-09,0.2828667486894693,,,,,19.94736842105263,-0.830305973796523,5.042548527783566e-05,0.7156058636691404,,,,,20.94736842105263,0.36291613719596005,8.780009442917795e-20,0.41568941242401525,
,,,,,,,,,,,9.473684210526315,-0.015526859906828727,0.00012652517571634284,-0.01923981569468127,,,,,10.473684210526315,-0.02985056927540926,0.04998052328928211,-0.06206600519127499,,,,,11.473684210526315,0.7645884917029773,0.8047895090184684,0.8085421206375726,,,,,12.473684210526315,-0.11275655297679688,1.7486007078339765e-07,-0.1676224635342967,,,,,13.473684210526315,-0.25723730477860346,0.0007614146982406479,0.3104462802641677,,,,,14.473684210526315,0.24664993583676903,0.13514796799562084,0.4935742731578591,,,,,15.473684210526315,-0.10454034174147928,3.994609064462457e-11,0.2577733054604022,,,,,16.473684210526315,0.8220105060732951,1.9173952448834797e-06,0.5463162890398251,,,,,17.473684210526315,-0.059886582986866596,0.0037515148226239096,0.44132830994589906,,,,,18.473684210526315,-1.448179888508811,1.5084393357892832e-15,0.024996057864953444,,,,,19.473684210526315,0.8225949149619313,7.981269366828867e-10,-0.6490656110166811,,,,,20.473684210526315,0.26884494960546024,1.7213680813296675e-05,0.28611578008127525,,,,,21.473684210526315,1.1294251095442456,9.415672569719269e-21,0.2011558666891749,
,,,,,,,,,,,10.0,0.042750186894848725,4.5399929762484854e-05,-0.015069737599004294,,,,,11.0,0.203614578841526,0.02732372244729256,0.0764889172011294,,,,,12.0,1.0622744468814624,0.6703200460356393,0.794767248126162,,,,,13.0,0.07083492088594594,4.5753387694458114e-08,0.2869129563408979,,,,,14.0,0.23044750549484921,0.0003035391380788668,0.06664407969640507,,,,,15.0,-0.2882969193402814,0.0820849986238988,-0.13164981993351477,,,,,16.0,0.48941563714085506,7.62186519451289e-12,-1.1532079955701264,,,,,17.0,-0.1488464826848421,5.573903692694596e-07,-0.30900215559102784,,,,,18.0,-0.3447962204367705,0.001661557273173934,0.12350418492509303,,,,,19.0,-0.2915585288295228,2.0987910487930498e-16,-0.06898899699294045,,,,,20.0,0.18228729140713104,1.6918979226151304e-10,0.6956919441069844,,,,,21.0,-0.452380639721794,5.559513241650146e-06,-0.1584752901374345,,,,,22.0,0.7636901028411869,9.553160535512446e-22,0.7919742993300077,
