visual parameter label,visual parameter value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label 0,x,y,bgra,gw_param_keys 1,gw_param_values 1,label 1,x,y,bgra,gw_param_keys 2,gw_param_values 2,label 2,x,y,bgra
ymin,0,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_unknown1,NONE_STR,NONE_STR,1.0101010101010102,0.0,,plot_unknown1,NONE_STR,NONE_STR,1.0101010101010102,0.31521703780510546,,plot_unknown1,NONE_STR,NONE_STR,1.0101010101010102,0.4480164668887547,
ymax,1.2285058008871872,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_group_style,Standard Deviation,NONE_STR,1.1111111111111112,0.0,,plot_group_style,Standard Deviation,NONE_STR,1.1111111111111112,0.3571583288812586,,plot_group_style,Standard Deviation,NONE_STR,1.1111111111111112,0.4882073759005475,
,,,,,,,,plot_use_automatic_legends,True,NONE_STR,1.2121212121212122,0.0033366813920945077,,plot_use_automatic_legends,True,NONE_STR,1.2121212121212122,0.36844290180486006,,plot_use_automatic_legends,True,NONE_STR,1.2121212121212122,0.5059043228674613,
,,,,,,,,,,,1.3131313131313131,0.0,,,,,1.3131313131313131,0.4074554775300949,,,,,1.3131313131313131,0.5470242141023695,
,,,,,,,,,,,1.4141414141414141,0.0,,,,,1.4141414141414141,0.4502322851500154,,,,,1.4141414141414141,0.550385088098144,
,,,,,,,,,,,1.5151515151515151,0.0,,,,,1.5151515151515151,0.47145508028142485,,,,,1.5151515151515151,0.5783811999816951,
,,,,,,,,,,,1.6161616161616161,0.0,,,,,1.6161616161616161,0.5175271668921515,,,,,1.6161616161616161,0.5964545315278614,
,,,,,,,,,,,1.7171717171717171,0.008610666613956569,,,,,1.7171717171717171,0.5154885623864764,,,,,1.7171717171717171,0.5922383912561513,
,,,,,,,,,,,1.8181818181818181,0.0,,,,,1.8181818181818181,0.5326781811829236,,,,,1.8181818181818181,0.6060013792678348,
,,,,,,,,,,,1.9191919191919191,0.0,,,,,1.9191919191919191,0.5536744704504206,,,,,1.9191919191919191,0.5870424440659948,
,,,,,,,,,,,2.0202020202020203,0.02877985997858556,,,,,2.0202020202020203,0.5800749059330957,,,,,2.0202020202020203,0.5859751928041264,
,,,,,,,,,,,2.121212121212121,0.01672856628088293,,,,,2.121212121212121,0.593632496243888,,,,,2.121212121212121,0.5964365481771253,
,,,,,,,,,,,2.2222222222222223,0.025939885499234303,,,,,2.2222222222222223,0.630807570679246,,,,,2.2222222222222223,0.5863470576234979,
,,,,,,,,,,,2.323232323232323,0.01903018265599003,,,,,2.323232323232323,0.6157577363607132,,,,,2.323232323232323,0.5667302195925206,
,,,,,,,,,,,2.4242424242424243,0.037943417147650746,,,,,2.4242424242424243,0.6295540137671028,,,,,2.4242424242424243,0.5667502733593835,
,,,,,,,,,,,2.525252525252525,0.057103055699298,,,,,2.525252525252525,0.6451699015898927,,,,,2.525252525252525,0.5729187833439157,
,,,,,,,,,,,2.6262626262626263,0.060019887731905586,,,,,2.6262626262626263,0.6406738024226497,,,,,2.6262626262626263,0.5419553239717345,
,,,,,,,,,,,2.727272727272727,0.09420582193385862,,,,,2.727272727272727,0.6508975749770316,,,,,2.727272727272727,0.5363579764510029,
,,,,,,,,,,,2.8282828282828283,0.10720438252273175,,,,,2.8282828282828283,0.6511015941741557,,,,,2.8282828282828283,0.5184426318043592,
,,,,,,,,,,,2.929292929292929,0.13734548972218363,,,,,2.929292929292929,0.6556241373315304,,,,,2.929292929292929,0.5098475441299077,
,,,,,,,,,,,3.0303030303030303,0.1659969492521448,,,,,3.0303030303030303,0.6316308021746152,,,,,3.0303030303030303,0.49643109349085945,
,,,,,,,,,,,3.131313131313131,0.22733465702206668,,,,,3.131313131313131,0.6506762912012622,,,,,3.131313131313131,0.48346357672266504,
,,,,,,,,,,,3.2323232323232323,0.25077355939617224,,,,,3.2323232323232323,0.6366094854221247,,,,,3.2323232323232323,0.46707953880501,
,,,,,,,,,,,3.3333333333333335,0.28785430708868714,,,,,3.3333333333333335,0.6338428385071286,,,,,3.3333333333333335,0.4542682187399013,
,,,,,,,,,,,3.4343434343434343,0.3595775277192654,,,,,3.4343434343434343,0.6207471245969827,,,,,3.4343434343434343,0.4343305233762341,
,,,,,,,,,,,3.5353535353535355,0.39724959106270125,,,,,3.5353535353535355,0.6325918669970325,,,,,3.5353535353535355,0.4160737743544251,
,,,,,,,,,,,3.6363636363636362,0.4744181988065786,,,,,3.6363636363636362,0.5857454540387393,,,,,3.6363636363636362,0.39309606119963014,
,,,,,,,,,,,3.7373737373737375,0.5197272941356401,,,,,3.7373737373737375,0.6093338398332634,,,,,3.7373737373737375,0.3517563746221007,
,,,,,,,,,,,3.8383838383838382,0.5962876460146875,,,,,3.8383838383838382,0.5766677945732256,,,,,3.8383838383838382,0.36299090583872823,
,,,,,,,,,,,3.9393939393939394,0.6839391292527741,,,,,3.9393939393939394,0.5859404163205685,,,,,3.9393939393939394,0.3436800020928977,
,,,,,,,,,,,4.040404040404041,0.7626105067526721,,,,,4.040404040404041,0.569213377420887,,,,,4.040404040404041,0.329577736838309,
,,,,,,,,,,,4.141414141414141,0.8295737972222457,,,,,4.141414141414141,0.5527414974455515,,,,,4.141414141414141,0.30453135595505954,
,,,,,,,,,,,4.242424242424242,0.8971115669894166,,,,,4.242424242424242,0.5357839139617548,,,,,4.242424242424242,0.31505828923612755,
,,,,,,,,,,,4.343434343434343,0.9617590332723375,,,,,4.343434343434343,0.5344768524140225,,,,,4.343434343434343,0.2749292788935881,
,,,,,,,,,,,4.444444444444445,1.0108916625947135,,,,,4.444444444444445,0.48965430360154144,,,,,4.444444444444445,0.2841656788244947,
,,,,,,,,,,,4.545454545454545,1.0721612313539226,,,,,4.545454545454545,0.4731364433545083,,,,,4.545454545454545,0.2644472953885793,
,,,,,,,,,,,4.646464646464646,1.1197155505095726,,,,,4.646464646464646,0.4553657524079399,,,,,4.646464646464646,0.2583613565442046,
,,,,,,,,,,,4.747474747474747,1.1698397815308952,,,,,4.747474747474747,0.45385498418087256,,,,,4.747474747474747,0.2504102701158765,
,,,,,,,,,,,4.848484848484849,1.1866038849104412,,,,,4.848484848484849,0.41406477428553023,,,,,4.848484848484849,0.24989281844903286,
,,,,,,,,,,,4.94949494949495,1.177671003520412,,,,,4.94949494949495,0.4194636065662081,,,,,4.94949494949495,0.2320577888248061,
,,,,,,,,,,,5.05050505050505,1.1985422447679874,,,,,5.05050505050505,0.3886718992774248,,,,,5.05050505050505,0.21789345718020406,
,,,,,,,,,,,5.151515151515151,1.1793168792105935,,,,,5.151515151515151,0.36305596403638063,,,,,5.151515151515151,0.2111597660823893,
,,,,,,,,,,,5.252525252525253,1.1524993392656464,,,,,5.252525252525253,0.34516727619313325,,,,,5.252525252525253,0.1870208410349633,
,,,,,,,,,,,5.353535353535354,1.1304387011075792,,,,,5.353535353535354,0.33027734862215136,,,,,5.353535353535354,0.1776836615743612,
,,,,,,,,,,,5.454545454545454,1.0896696686628295,,,,,5.454545454545454,0.3058334417937434,,,,,5.454545454545454,0.16264000119334315,
,,,,,,,,,,,5.555555555555555,1.0349896836895498,,,,,5.555555555555555,0.3084833617087342,,,,,5.555555555555555,0.16151762242627393,
,,,,,,,,,,,5.656565656565657,0.956377894996004,,,,,5.656565656565657,0.2947570633920934,,,,,5.656565656565657,0.1611062787722828,
,,,,,,,,,,,5.757575757575758,0.8951759260547868,,,,,5.757575757575758,0.27901823663419306,,,,,5.757575757575758,0.14163593714092723,
,,,,,,,,,,,5.858585858585858,0.8311727487243822,,,,,5.858585858585858,0.24669756056630798,,,,,5.858585858585858,0.13405017688876197,
,,,,,,,,,,,5.959595959595959,0.7649812922239415,,,,,5.959595959595959,0.23995129541158985,,,,,5.959595959595959,0.12026761839503824,
,,,,,,,,,,,6.0606060606060606,0.6771787745156299,,,,,6.0606060606060606,0.22124926244786078,,,,,6.0606060606060606,0.13554849625490745,
,,,,,,,,,,,6.161616161616162,0.6077129167370336,,,,,6.161616161616162,0.21288712395178155,,,,,6.161616161616162,0.11307891246309341,
,,,,,,,,,,,6.262626262626262,0.5282606456343779,,,,,6.262626262626262,0.19567492417797971,,,,,6.262626262626262,0.11212849773911297,
,,,,,,,,,,,6.363636363636363,0.46036749661572457,,,,,6.363636363636363,0.17789078308564776,,,,,6.363636363636363,0.09846981859892907,
,,,,,,,,,,,6.4646464646464645,0.41758328578635345,,,,,6.4646464646464645,0.14469749136730603,,,,,6.4646464646464645,0.09933340508713863,
,,,,,,,,,,,6.565656565656566,0.3649144788839417,,,,,6.565656565656566,0.14846014057135543,,,,,6.565656565656566,0.0710517628257399,
,,,,,,,,,,,6.666666666666667,0.2977113151624426,,,,,6.666666666666667,0.13864945377002458,,,,,6.666666666666667,0.0853961158222236,
,,,,,,,,,,,6.767676767676767,0.260943860622472,,,,,6.767676767676767,0.11859190186078536,,,,,6.767676767676767,0.07299133497252049,
,,,,,,,,,,,6.8686868686868685,0.21242823542745382,,,,,6.8686868686868685,0.11144232655052447,,,,,6.8686868686868685,0.08759878094251546,
,,,,,,,,,,,6.96969696969697,0.16556281782838753,,,,,6.96969696969697,0.09034002400209785,,,,,6.96969696969697,0.07787851967407236,
,,,,,,,,,,,7.070707070707071,0.14387638327520053,,,,,7.070707070707071,0.08992833072384353,,,,,7.070707070707071,0.06315885609886168,
,,,,,,,,,,,7.171717171717171,0.12859113508657957,,,,,7.171717171717171,0.08861628670703944,,,,,7.171717171717171,0.05478809095407014,
,,,,,,,,,,,7.2727272727272725,0.09009058135930251,,,,,7.2727272727272725,0.09547677944293263,,,,,7.2727272727272725,0.04887728552733155,
,,,,,,,,,,,7.373737373737374,0.08717626006426868,,,,,7.373737373737374,0.05609446515810445,,,,,7.373737373737374,0.06041599992914231,
,,,,,,,,,,,7.474747474747475,0.0297963787613019,,,,,7.474747474747475,0.05821763653496238,,,,,7.474747474747475,0.044555936334446496,
,,,,,,,,,,,7.575757575757575,0.051606269436654875,,,,,7.575757575757575,0.041669936836971455,,,,,7.575757575757575,0.06537262155868408,
,,,,,,,,,,,7.6767676767676765,0.03414813520050635,,,,,7.6767676767676765,0.043766060901003614,,,,,7.6767676767676765,0.03488619432357257,
,,,,,,,,,,,7.777777777777778,0.022274529947696388,,,,,7.777777777777778,0.03642729697862979,,,,,7.777777777777778,0.03600865749140074,
,,,,,,,,,,,7.878787878787879,0.01990393705110331,,,,,7.878787878787879,0.04151584626246691,,,,,7.878787878787879,0.029887746895415117,
,,,,,,,,,,,7.979797979797979,0.0,,,,,7.979797979797979,0.037981237603496254,,,,,7.979797979797979,0.022936118959145893,
,,,,,,,,,,,8.080808080808081,0.00820259487855215,,,,,8.080808080808081,0.025431473270492628,,,,,8.080808080808081,0.03910237577331641,
,,,,,,,,,,,8.181818181818182,0.011150613049429266,,,,,8.181818181818182,0.01870914811061938,,,,,8.181818181818182,0.02490050049073592,
,,,,,,,,,,,8.282828282828282,0.020247133735419007,,,,,8.282828282828282,0.028232680026825403,,,,,8.282828282828282,0.04251871631891343,
,,,,,,,,,,,8.383838383838384,0.0,,,,,8.383838383838384,0.015117013729702995,,,,,8.383838383838384,0.029318723027409403,
,,,,,,,,,,,8.484848484848484,0.0,,,,,8.484848484848484,0.025844392802630324,,,,,8.484848484848484,0.008206338347796733,
,,,,,,,,,,,8.585858585858587,0.0,,,,,8.585858585858587,0.0,,,,,8.585858585858587,0.01680977138363795,
,,,,,,,,,,,8.686868686868687,0.010491690351443539,,,,,8.686868686868687,0.024335269708785082,,,,,8.686868686868687,0.023274083227458667,
,,,,,,,,,,,8.787878787878787,0.004204569773031014,,,,,8.787878787878787,0.0,,,,,8.787878787878787,0.03464040395021983,
,,,,,,,,,,,8.88888888888889,0.0,,,,,8.88888888888889,0.0,,,,,8.88888888888889,0.015570815134375176,
,,,,,,,,,,,8.98989898989899,0.005550697700538468,,,,,8.98989898989899,0.002150823146003424,,,,,8.98989898989899,0.016209442720886785,
,,,,,,,,,,,9.09090909090909,0.0012487183994494473,,,,,9.09090909090909,0.0,,,,,9.09090909090909,0.0027566263239695975,
,,,,,,,,,,,9.191919191919192,0.009869377617187862,,,,,9.191919191919192,0.006865940525526351,,,,,9.191919191919192,0.029322071031998142,
,,,,,,,,,,,9.292929292929292,0.0,,,,,9.292929292929292,0.0,,,,,9.292929292929292,0.0,
,,,,,,,,,,,9.393939393939394,0.0,,,,,9.393939393939394,0.003292824886212104,,,,,9.393939393939394,0.017203379697607126,
,,,,,,,,,,,9.494949494949495,0.0,,,,,9.494949494949495,0.0,,,,,9.494949494949495,0.013468975430025959,
,,,,,,,,,,,9.595959595959595,0.0,,,,,9.595959595959595,0.0,,,,,9.595959595959595,0.015920733635776386,
,,,,,,,,,,,9.696969696969697,0.002980586269823707,,,,,9.696969696969697,0.0010031529145382966,,,,,9.696969696969697,0.01824066641557555,
,,,,,,,,,,,9.797979797979798,0.002622552392916143,,,,,9.797979797979798,0.0,,,,,9.797979797979798,0.021725009215253138,
,,,,,,,,,,,9.8989898989899,5.8487749553435864e-05,,,,,9.8989898989899,0.015916620619598934,,,,,9.8989898989899,0.010772271311197712,
,,,,,,,,,,,10.0,0.0,,,,,10.0,0.005858108272747818,,,,,10.0,0.0,
