visual parameter,value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label,x,y,z,gw_param_keys 1,gw_param_values 1,label,x,y,z,gw_param_keys 2,gw_param_values 2,label,x,y,z,gw_param_keys 3,gw_param_values 3,label,x,y,z,gw_param_keys 4,gw_param_values 4,label,x,y,z,gw_param_keys 5,gw_param_values 5,label,x,y,z,gw_param_keys 6,gw_param_values 6,label,x,y,z,gw_param_keys 7,gw_param_values 7,label,x,y,z,gw_param_keys 8,gw_param_values 8,label,x,y,z,gw_param_keys 9,gw_param_values 9,label,x,y,z,gw_param_keys 10,gw_param_values 10,label,x,y,z,gw_param_keys 11,gw_param_values 11,label,x,y,z,gw_param_keys 12,gw_param_values 12,label,x,y,z
ymin,-5.5,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,0.011796074022620406,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,-0.01900760772057488,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,-0.04097953772542395,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,0.15987704282839307,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,0.13667193175771072,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,0.0908152905634741,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,0.994617427617468,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,1.1643025132807456,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,1.3197910140689204,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,1.9059098502582903,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,2.7942864047754727,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,2.7144830616037314,plot_unknown1,NONE_STR,,-2.9591836734693877,-5.0,2.6556914387399333
ymax,5.5,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,0.0781557274311971,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,0.05617222507582101,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,0.09112806377037164,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,0.07373551684597987,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,-0.2907371642539709,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,0.5420580674822641,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,1.0342377345874318,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,1.8815836590977646,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,1.1994848473743303,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,1.8209628407794003,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,4.228346048512655,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,3.4660032850693376,plot_group_style,NONE_STR,,-2.7551020408163263,-5.0,4.840852536832125
,,,,,,,,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,0.044569353776304124,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,-0.0821793126119999,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,0.2905390228386517,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,0.2285012288418299,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,0.5328630563293884,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,0.1915036066798641,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,0.7974633354058672,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,2.0901033124144943,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,2.5789770499478095,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,1.0574547674562436,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,2.315483754673876,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,2.639010631085132,plot_use_automatic_legends,True,,-2.5510204081632653,-5.0,3.839934650657766
,,,,,,,,,,,-2.3469387755102042,-5.0,0.014004267120477885,,,,-2.3469387755102042,-5.0,-0.02484907964093999,,,,-2.3469387755102042,-5.0,-0.032519562799269625,,,,-2.3469387755102042,-5.0,0.5862820425207351,,,,-2.3469387755102042,-5.0,0.5148574463146268,,,,-2.3469387755102042,-5.0,0.3228898552208215,,,,-2.3469387755102042,-5.0,1.0219534551704343,,,,-2.3469387755102042,-5.0,1.5492126039293692,,,,-2.3469387755102042,-5.0,2.423636049249628,,,,-2.3469387755102042,-5.0,2.6022018235139366,,,,-2.3469387755102042,-5.0,1.7046139365112982,,,,-2.3469387755102042,-5.0,2.971064338410945,,,,-2.3469387755102042,-5.0,4.787785934867452
,,,,,,,,,,,-2.142857142857143,-5.0,0.031941228000298826,,,,-2.142857142857143,-5.0,0.020287871460605907,,,,-2.142857142857143,-5.0,0.2822266571578065,,,,-2.142857142857143,-5.0,0.06929618881133906,,,,-2.142857142857143,-5.0,0.2960254788640167,,,,-2.142857142857143,-5.0,0.44121551252737223,,,,-2.142857142857143,-5.0,1.5149298558193482,,,,-2.142857142857143,-5.0,0.28651856947651655,,,,-2.142857142857143,-5.0,0.7754921275250595,,,,-2.142857142857143,-5.0,2.0911141088111047,,,,-2.142857142857143,-5.0,2.636391845663975,,,,-2.142857142857143,-5.0,2.712841091876292,,,,-2.142857142857143,-5.0,4.288341215927951
,,,,,,,,,,,-1.9387755102040813,-5.0,0.02875543195630086,,,,-1.9387755102040813,-5.0,0.12662474799188894,,,,-1.9387755102040813,-5.0,-0.2035109053022785,,,,-1.9387755102040813,-5.0,0.2554728640233918,,,,-1.9387755102040813,-5.0,0.4867674701379051,,,,-1.9387755102040813,-5.0,0.19722991090891995,,,,-1.9387755102040813,-5.0,0.7219305544443957,,,,-1.9387755102040813,-5.0,1.31653984782554,,,,-1.9387755102040813,-5.0,1.9756321088141426,,,,-1.9387755102040813,-5.0,1.924301206377301,,,,-1.9387755102040813,-5.0,2.9967197765095297,,,,-1.9387755102040813,-5.0,1.4351420993574697,,,,-1.9387755102040813,-5.0,3.6300111589702655
,,,,,,,,,,,-1.7346938775510203,-5.0,0.08962040957549756,,,,-1.7346938775510203,-5.0,0.036019195597629255,,,,-1.7346938775510203,-5.0,0.22292464173698823,,,,-1.7346938775510203,-5.0,0.11001360243814695,,,,-1.7346938775510203,-5.0,0.3327064346470871,,,,-1.7346938775510203,-5.0,0.8877745712651597,,,,-1.7346938775510203,-5.0,0.9367326216631022,,,,-1.7346938775510203,-5.0,0.8211716700474019,,,,-1.7346938775510203,-5.0,1.7746980217606794,,,,-1.7346938775510203,-5.0,2.0682562812025833,,,,-1.7346938775510203,-5.0,2.8693462992457737,,,,-1.7346938775510203,-5.0,3.3112667765354544,,,,-1.7346938775510203,-5.0,3.9617894228687556
,,,,,,,,,,,-1.5306122448979593,-5.0,0.007986156600472558,,,,-1.5306122448979593,-5.0,0.2195487840030284,,,,-1.5306122448979593,-5.0,0.056387569328920126,,,,-1.5306122448979593,-5.0,0.366072839025973,,,,-1.5306122448979593,-5.0,0.2868447834567657,,,,-1.5306122448979593,-5.0,0.03931903837249695,,,,-1.5306122448979593,-5.0,1.2123210834605553,,,,-1.5306122448979593,-5.0,1.3948752577111618,,,,-1.5306122448979593,-5.0,1.8978237088575387,,,,-1.5306122448979593,-5.0,1.6893678168309076,,,,-1.5306122448979593,-5.0,2.8415974171869496,,,,-1.5306122448979593,-5.0,3.048243895556935,,,,-1.5306122448979593,-5.0,3.752362159687713
,,,,,,,,,,,-1.3265306122448979,-5.0,0.03759814055313743,,,,-1.3265306122448979,-5.0,0.16545686542663735,,,,-1.3265306122448979,-5.0,0.2630303163123944,,,,-1.3265306122448979,-5.0,0.4544985851930416,,,,-1.3265306122448979,-5.0,0.8470545645189991,,,,-1.3265306122448979,-5.0,1.5841065101251164,,,,-1.3265306122448979,-5.0,1.3557123720600674,,,,-1.3265306122448979,-5.0,1.3344016517557784,,,,-1.3265306122448979,-5.0,1.681387591677087,,,,-1.3265306122448979,-5.0,2.2652807394372365,,,,-1.3265306122448979,-5.0,1.7540648206206433,,,,-1.3265306122448979,-5.0,2.7202603102302003,,,,-1.3265306122448979,-5.0,4.447597329213689
,,,,,,,,,,,-1.1224489795918364,-5.0,-0.01686565628511909,,,,-1.1224489795918364,-5.0,-0.009023766143524542,,,,-1.1224489795918364,-5.0,0.2614779543593156,,,,-1.1224489795918364,-5.0,0.13137803652644037,,,,-1.1224489795918364,-5.0,0.5176413519437552,,,,-1.1224489795918364,-5.0,0.9077047598084047,,,,-1.1224489795918364,-5.0,0.8952579123166058,,,,-1.1224489795918364,-5.0,1.2146764637822094,,,,-1.1224489795918364,-5.0,1.547538111299281,,,,-1.1224489795918364,-5.0,1.8469019439214358,,,,-1.1224489795918364,-5.0,2.510391378786677,,,,-1.1224489795918364,-5.0,3.1235673208804564,,,,-1.1224489795918364,-5.0,3.072249644866066
,,,,,,,,,,,-0.9183673469387754,-5.0,-0.09795831615593409,,,,-0.9183673469387754,-5.0,0.06292636485959985,,,,-0.9183673469387754,-5.0,0.25642448625408826,,,,-0.9183673469387754,-5.0,0.280003409390004,,,,-0.9183673469387754,-5.0,0.12465788759680868,,,,-0.9183673469387754,-5.0,0.7835116671108929,,,,-0.9183673469387754,-5.0,1.1481780105887964,,,,-0.9183673469387754,-5.0,2.0920129568028765,,,,-0.9183673469387754,-5.0,1.8738296351766344,,,,-0.9183673469387754,-5.0,2.0374463010303097,,,,-0.9183673469387754,-5.0,2.3473470978573374,,,,-0.9183673469387754,-5.0,3.7198683932810432,,,,-0.9183673469387754,-5.0,3.5900007071457805
,,,,,,,,,,,-0.7142857142857144,-5.0,0.06591194374678357,,,,-0.7142857142857144,-5.0,0.002038832600226484,,,,-0.7142857142857144,-5.0,0.4657471648388593,,,,-0.7142857142857144,-5.0,0.5084148698916185,,,,-0.7142857142857144,-5.0,0.731540614673386,,,,-0.7142857142857144,-5.0,0.5099104119810781,,,,-0.7142857142857144,-5.0,0.40327146799785873,,,,-0.7142857142857144,-5.0,1.8979506845434775,,,,-0.7142857142857144,-5.0,1.3991724065656896,,,,-0.7142857142857144,-5.0,1.5211409729614338,,,,-0.7142857142857144,-5.0,2.4083091404825505,,,,-0.7142857142857144,-5.0,3.5869249411945896,,,,-0.7142857142857144,-5.0,3.7535312931064193
,,,,,,,,,,,-0.5102040816326525,-5.0,0.07940666220872489,,,,-0.5102040816326525,-5.0,0.016931365553662966,,,,-0.5102040816326525,-5.0,0.19821784201441348,,,,-0.5102040816326525,-5.0,0.5467251995297551,,,,-0.5102040816326525,-5.0,0.46868651668972316,,,,-0.5102040816326525,-5.0,0.6866818029530689,,,,-0.5102040816326525,-5.0,1.04524479761154,,,,-0.5102040816326525,-5.0,1.4267801267355993,,,,-0.5102040816326525,-5.0,2.1294607822544713,,,,-0.5102040816326525,-5.0,2.7360308524737866,,,,-0.5102040816326525,-5.0,2.793251752970605,,,,-0.5102040816326525,-5.0,4.574336350697076,,,,-0.5102040816326525,-5.0,4.244292330941809
,,,,,,,,,,,-0.3061224489795915,-5.0,0.001199703739504114,,,,-0.3061224489795915,-5.0,-0.054747654572635834,,,,-0.3061224489795915,-5.0,0.28309250692819443,,,,-0.3061224489795915,-5.0,0.30065702171033437,,,,-0.3061224489795915,-5.0,0.8096570474414104,,,,-0.3061224489795915,-5.0,1.2102472923076681,,,,-0.3061224489795915,-5.0,1.0490097616011345,,,,-0.3061224489795915,-5.0,1.392408738579105,,,,-0.3061224489795915,-5.0,1.607756056740685,,,,-0.3061224489795915,-5.0,2.562275956577479,,,,-0.3061224489795915,-5.0,3.7351726749828917,,,,-0.3061224489795915,-5.0,3.9478449761923686,,,,-0.3061224489795915,-5.0,3.707600681812128
,,,,,,,,,,,-0.1020408163265305,-5.0,0.15290343581792654,,,,-0.1020408163265305,-5.0,0.27302659938678964,,,,-0.1020408163265305,-5.0,0.07306790930416134,,,,-0.1020408163265305,-5.0,0.5168922347817967,,,,-0.1020408163265305,-5.0,0.5476271538785907,,,,-0.1020408163265305,-5.0,0.4226203636751299,,,,-0.1020408163265305,-5.0,1.128019119092982,,,,-0.1020408163265305,-5.0,1.314379521653739,,,,-0.1020408163265305,-5.0,0.9187552827893191,,,,-0.1020408163265305,-5.0,1.8892087525354782,,,,-0.1020408163265305,-5.0,2.1998214508431833,,,,-0.1020408163265305,-5.0,4.560457957879431,,,,-0.1020408163265305,-5.0,4.313609005405935
,,,,,,,,,,,0.1020408163265305,-5.0,-0.03331062533399006,,,,0.1020408163265305,-5.0,0.31115275946365734,,,,0.1020408163265305,-5.0,0.08633977341015861,,,,0.1020408163265305,-5.0,0.3989672896038132,,,,0.1020408163265305,-5.0,0.3578804363053807,,,,0.1020408163265305,-5.0,0.5133169038815957,,,,0.1020408163265305,-5.0,1.1029017230190266,,,,0.1020408163265305,-5.0,0.8877741391921742,,,,0.1020408163265305,-5.0,1.1819404548597934,,,,0.1020408163265305,-5.0,1.6511706361910983,,,,0.1020408163265305,-5.0,2.053663153665846,,,,0.1020408163265305,-5.0,3.3020431271961703,,,,0.1020408163265305,-5.0,2.170204992395896
,,,,,,,,,,,0.3061224489795915,-5.0,0.040568373494941364,,,,0.3061224489795915,-5.0,0.10325061766110812,,,,0.3061224489795915,-5.0,0.3607758759132887,,,,0.3061224489795915,-5.0,0.443661417729361,,,,0.3061224489795915,-5.0,0.7890319423528412,,,,0.3061224489795915,-5.0,0.8452032896424257,,,,0.3061224489795915,-5.0,1.1615839617960808,,,,0.3061224489795915,-5.0,1.2554626990842483,,,,0.3061224489795915,-5.0,1.8923105689410846,,,,0.3061224489795915,-5.0,1.268944492810029,,,,0.3061224489795915,-5.0,3.1919595352478707,,,,0.3061224489795915,-5.0,3.0267403422478245,,,,0.3061224489795915,-5.0,3.8087146212983196
,,,,,,,,,,,0.5102040816326534,-5.0,0.026768050845117398,,,,0.5102040816326534,-5.0,-0.09184886223641545,,,,0.5102040816326534,-5.0,0.350878941162739,,,,0.5102040816326534,-5.0,0.29526205703108077,,,,0.5102040816326534,-5.0,0.8517918281280972,,,,0.5102040816326534,-5.0,0.6482943690221367,,,,0.5102040816326534,-5.0,1.3848560686948639,,,,0.5102040816326534,-5.0,0.7434193291096343,,,,0.5102040816326534,-5.0,2.0731816559842797,,,,0.5102040816326534,-5.0,2.0057968570851825,,,,0.5102040816326534,-5.0,2.37814667792663,,,,0.5102040816326534,-5.0,1.6670739748495724,,,,0.5102040816326534,-5.0,2.9229095177069055
,,,,,,,,,,,0.7142857142857144,-5.0,0.109762922142255,,,,0.7142857142857144,-5.0,0.05163893658430026,,,,0.7142857142857144,-5.0,0.21302739442644086,,,,0.7142857142857144,-5.0,0.3926156483078353,,,,0.7142857142857144,-5.0,0.7086773094427501,,,,0.7142857142857144,-5.0,0.8531726128088566,,,,0.7142857142857144,-5.0,0.4613211893400151,,,,0.7142857142857144,-5.0,0.6612037142974017,,,,0.7142857142857144,-5.0,1.3831093256560831,,,,0.7142857142857144,-5.0,2.2108762568417126,,,,0.7142857142857144,-5.0,3.2715587471859564,,,,0.7142857142857144,-5.0,2.368708421196382,,,,0.7142857142857144,-5.0,5.000231900701175
,,,,,,,,,,,0.9183673469387754,-5.0,0.10297280026540773,,,,0.9183673469387754,-5.0,0.03928904596815601,,,,0.9183673469387754,-5.0,0.10992720022183733,,,,0.9183673469387754,-5.0,0.3091210278643409,,,,0.9183673469387754,-5.0,0.3961606264048132,,,,0.9183673469387754,-5.0,0.9015739571124137,,,,0.9183673469387754,-5.0,0.9207248623601532,,,,0.9183673469387754,-5.0,1.1478698482427157,,,,0.9183673469387754,-5.0,1.5478813417115755,,,,0.9183673469387754,-5.0,0.9065545271654296,,,,0.9183673469387754,-5.0,2.401529334532078,,,,0.9183673469387754,-5.0,1.9947910203194812,,,,0.9183673469387754,-5.0,1.978033772228672
