visual parameter label,visual parameter value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label 0,x,y,z,bgra
,,,,,,,,,,,-3.888888888888889,1.666666666666667,0.02952861642852634,
,,,,,,,,,,,-2.7777777777777777,1.666666666666667,0.43933757317800803,
,,,,,,,,,,,-1.6666666666666665,1.666666666666667,0.6194768698387896,
,,,,,,,,,,,-0.5555555555555554,1.666666666666667,0.16042423210142548,
,,,,,,,,,,,0.5555555555555554,1.666666666666667,0.00531571208823603,
,,,,,,,,,,,1.666666666666667,1.666666666666667,0.08752453430384927,
,,,,,,,,,,,2.7777777777777786,1.666666666666667,0.4242247937999498,
,,,,,,,,,,,3.8888888888888893,1.666666666666667,0.23157613032524205,
,,,,,,,,,,,5.0,1.666666666666667,0.05823526807389128,
,,,,,,,,,,,-5.0,2.7777777777777786,0.037027678135234846,
,,,,,,,,,,,-3.888888888888889,2.7777777777777786,0.04637998929350777,
,,,,,,,,,,,-2.7777777777777777,2.7777777777777786,0.46118915275271166,
,,,,,,,,,,,-1.6666666666666665,2.7777777777777786,0.5327993571099314,
,,,,,,,,,,,-0.5555555555555554,2.7777777777777786,0.14891728694447776,
,,,,,,,,,,,0.5555555555555554,2.7777777777777786,0.018880202699651676,
,,,,,,,,,,,1.666666666666667,2.7777777777777786,0.35756360094284406,
,,,,,,,,,,,2.7777777777777786,2.7777777777777786,0.9228743128473873,
,,,,,,,,,,,3.8888888888888893,2.7777777777777786,0.6416314470230018,
,,,,,,,,,,,5.0,2.7777777777777786,0.13484285542731328,
,,,,,,,,,,,-5.0,3.8888888888888893,-0.05805264520337809,
,,,,,,,,,,,-3.888888888888889,3.8888888888888893,0.05931382008751299,
,,,,,,,,,,,-2.7777777777777777,3.8888888888888893,0.1677643187423947,
,,,,,,,,,,,-1.6666666666666665,3.8888888888888893,0.1357024264555005,
,,,,,,,,,,,-0.5555555555555554,3.8888888888888893,0.12103434872929039,
,,,,,,,,,,,0.5555555555555554,3.8888888888888893,0.13015946542126802,
,,,,,,,,,,,1.666666666666667,3.8888888888888893,0.33588638698360046,
,,,,,,,,,,,2.7777777777777786,3.8888888888888893,0.648212836006088,
,,,,,,,,,,,3.8888888888888893,3.8888888888888893,0.40025113744409885,
,,,,,,,,,,,5.0,3.8888888888888893,0.14388963749970965,
,,,,,,,,,,,-5.0,5.0,-0.020127781254426998,
,,,,,,,,,,,-3.888888888888889,5.0,0.06328675244417332,
,,,,,,,,,,,-2.7777777777777777,5.0,0.03232508320936249,
,,,,,,,,,,,-1.6666666666666665,5.0,0.08106152811106765,
,,,,,,,,,,,-0.5555555555555554,5.0,0.024948404730320846,
,,,,,,,,,,,0.5555555555555554,5.0,0.04236412443480196,
,,,,,,,,,,,1.666666666666667,5.0,0.0561639638526875,
,,,,,,,,,,,2.7777777777777786,5.0,0.22132811364328708,
,,,,,,,,,,,3.8888888888888893,5.0,0.09751265578839402,
,,,,,,,,,,,5.0,5.0,0.03841510706096926,
